Posição no depósito;Tipo de depósito;Corr.pos.dep.;Col.posição depósito;Nível da posição;Subdiv.pos.dep.;Bloq.entr.depósito;Bloq.saída depós.;Estrutura;Tipo;"Qtd. Caixas BIN
ABASTECIMENTO"
019-125-000-001;0053;019;125;000;001;;;Caixa Fechada;Pallet;1
019-126-000-001;0053;019;126;000;001;;;Caixa Fechada;Pallet;1
019-127-000-001;0053;019;127;000;001;;;Caixa Fechada;Pallet;1
019-128-000-001;0053;019;128;000;001;;;Caixa Fechada;Pallet;1
019-129-000-001;0053;019;129;000;001;;;Caixa Fechada;Pallet;1
019-130-000-001;0053;019;130;000;001;;;Caixa Fechada;Pallet;1
019-131-000-001;0053;019;131;000;001;;;Caixa Fechada;Pallet;1
019-132-000-001;0053;019;132;000;001;;;Caixa Fechada;Pallet;1
019-133-000-001;0053;019;133;000;001;;;Caixa Fechada;Pallet;1
019-134-000-001;0053;019;134;000;001;;;Caixa Fechada;Pallet;1
019-135-000-001;0053;019;135;000;001;;;Caixa Fechada;Pallet;1
019-136-000-001;0053;019;136;000;001;;;Caixa Fechada;Pallet;1
019-137-000-001;0053;019;137;000;001;;;Caixa Fechada;Pallet;1
019-138-000-001;0053;019;138;000;001;;;Caixa Fechada;Pallet;1
019-139-000-001;0053;019;139;000;001;;;Caixa Fechada;Pallet;1
019-140-000-001;0053;019;140;000;001;;;Caixa Fechada;Pallet;1
019-141-000-001;0053;019;141;000;001;;;Caixa Fechada;Pallet;1
019-142-000-001;0053;019;142;000;001;;;Caixa Fechada;Pallet;1
020-001-000-001;0053;020;001;000;001;;;Caixa Fechada;Pallet;1
020-002-000-001;0053;020;002;000;001;;;Caixa Fechada;Pallet;1
020-003-000-001;0053;020;003;000;001;;;Caixa Fechada;Pallet;1
020-004-000-001;0053;020;004;000;001;;;Caixa Fechada;Pallet;1
020-005-000-001;0053;020;005;000;001;X;X;Caixa Fechada;Pallet;1
020-006-000-001;0053;020;006;000;001;;;Caixa Fechada;Pallet;1
020-007-000-001;0053;020;007;000;001;;;Caixa Fechada;Pallet;1
020-008-000-001;0053;020;008;000;001;;;Caixa Fechada;Pallet;1
020-009-000-001;0053;020;009;000;001;;;Caixa Fechada;Pallet;1
020-010-000-001;0053;020;010;000;001;;;Caixa Fechada;Pallet;1
020-011-000-001;0053;020;011;000;001;;;Caixa Fechada;Pallet;1
020-012-000-001;0053;020;012;000;001;;;Caixa Fechada;Pallet;1
020-013-000-001;0053;020;013;000;001;;;Caixa Fechada;Pallet;1
020-014-000-001;0053;020;014;000;001;;;Caixa Fechada;Pallet;1
020-015-000-001;0053;020;015;000;001;;;Caixa Fechada;Pallet;1
020-016-000-001;0053;020;016;000;001;;;Caixa Fechada;Pallet;1
020-017-000-001;0053;020;017;000;001;;;Caixa Fechada;Pallet;1
020-018-000-001;0053;020;018;000;001;;;Caixa Fechada;Pallet;1
020-019-000-001;0053;020;019;000;001;;;Caixa Fechada;Pallet;1
020-020-000-001;0053;020;020;000;001;;;Caixa Fechada;Pallet;1
020-021-000-001;0053;020;021;000;001;;;Caixa Fechada;Pallet;1
020-022-000-001;0053;020;022;000;001;;;Caixa Fechada;Pallet;1
020-023-000-001;0053;020;023;000;001;;;Caixa Fechada;Pallet;1
020-024-000-001;0053;020;024;000;001;;;Caixa Fechada;Pallet;1
020-025-000-001;0053;020;025;000;001;;;Caixa Fechada;Pallet;1
020-026-000-001;0053;020;026;000;001;;;Caixa Fechada;Pallet;1
020-027-000-001;0053;020;027;000;001;;;Caixa Fechada;Pallet;1
020-028-000-001;0053;020;028;000;001;;;Caixa Fechada;Pallet;1
020-029-000-001;0053;020;029;000;001;;;Caixa Fechada;Pallet;1
020-030-000-001;0053;020;030;000;001;;;Caixa Fechada;Pallet;1
020-031-000-001;0053;020;031;000;001;;;Caixa Fechada;Pallet;1
020-032-000-001;0053;020;032;000;001;;;Caixa Fechada;Pallet;1
020-033-000-001;0053;020;033;000;001;;;Caixa Fechada;Pallet;1
020-034-000-001;0053;020;034;000;001;;;Caixa Fechada;Pallet;1
020-035-000-001;0053;020;035;000;001;;;Caixa Fechada;Pallet;1
020-036-000-001;0053;020;036;000;001;;;Caixa Fechada;Pallet;1
020-037-000-001;0053;020;037;000;001;;;Caixa Fechada;Pallet;1
020-038-000-001;0053;020;038;000;001;;;Caixa Fechada;Pallet;1
020-039-000-001;0053;020;039;000;001;;;Caixa Fechada;Pallet;1
020-040-000-001;0053;020;040;000;001;;;Caixa Fechada;Pallet;1
020-041-000-001;0053;020;041;000;001;;;Caixa Fechada;Pallet;1
020-042-000-001;0053;020;042;000;001;;;Caixa Fechada;Pallet;1
020-043-000-001;0053;020;043;000;001;;;Caixa Fechada;Pallet;1
020-044-000-001;0053;020;044;000;001;;;Caixa Fechada;Pallet;1
020-045-000-001;0053;020;045;000;001;;;Caixa Fechada;Pallet;1
020-046-000-001;0053;020;046;000;001;;;Caixa Fechada;Pallet;1
020-047-000-001;0053;020;047;000;001;;;Caixa Fechada;Pallet;1
020-048-000-001;0053;020;048;000;001;;;Caixa Fechada;Pallet;1
020-049-000-001;0053;020;049;000;001;;;Caixa Fechada;Pallet;1
020-050-000-001;0053;020;050;000;001;;;Caixa Fechada;Pallet;1
020-051-000-001;0053;020;051;000;001;;;Caixa Fechada;Pallet;1
020-052-000-001;0053;020;052;000;001;;;Caixa Fechada;Pallet;1
020-053-000-001;0053;020;053;000;001;;;Caixa Fechada;Pallet;1
020-054-000-001;0053;020;054;000;001;;;Caixa Fechada;Pallet;1
020-061-000-001;0053;020;061;000;001;;;Caixa Fechada;Pallet;1
020-062-000-001;0053;020;062;000;001;;;Caixa Fechada;Pallet;1
020-063-000-001;0053;020;063;000;001;;;Caixa Fechada;Pallet;1
020-064-000-001;0053;020;064;000;001;;;Caixa Fechada;Pallet;1
020-065-000-001;0053;020;065;000;001;;;Caixa Fechada;Pallet;1
020-066-000-001;0053;020;066;000;001;;;Caixa Fechada;Pallet;1
020-067-000-001;0053;020;067;000;001;;;Caixa Fechada;Pallet;1
020-068-000-001;0053;020;068;000;001;;;Caixa Fechada;Pallet;1
020-069-000-001;0053;020;069;000;001;;;Caixa Fechada;Pallet;1
020-070-000-001;0053;020;070;000;001;;;Caixa Fechada;Pallet;1
020-071-000-001;0053;020;071;000;001;;;Caixa Fechada;Pallet;1
020-072-000-001;0053;020;072;000;001;;;Caixa Fechada;Pallet;1
020-073-000-001;0053;020;073;000;001;;;Caixa Fechada;Pallet;1
020-074-000-001;0053;020;074;000;001;;;Caixa Fechada;Pallet;1
020-075-000-001;0053;020;075;000;001;;;Caixa Fechada;Pallet;1
020-076-000-001;0053;020;076;000;001;;;Caixa Fechada;Pallet;1
020-077-000-001;0053;020;077;000;001;;;Caixa Fechada;Pallet;1
020-078-000-001;0053;020;078;000;001;;;Caixa Fechada;Pallet;1
020-079-000-001;0053;020;079;000;001;;;Caixa Fechada;Pallet;1
020-080-000-001;0053;020;080;000;001;;;Caixa Fechada;Pallet;1
020-081-000-001;0053;020;081;000;001;;;Caixa Fechada;Pallet;1
020-082-000-001;0053;020;082;000;001;;;Caixa Fechada;Pallet;1
020-083-000-001;0053;020;083;000;001;;;Caixa Fechada;Pallet;1
020-084-000-001;0053;020;084;000;001;;;Caixa Fechada;Pallet;1
020-085-000-001;0053;020;085;000;001;;;Caixa Fechada;Pallet;1
020-086-000-001;0053;020;086;000;001;;;Caixa Fechada;Pallet;1
020-087-000-001;0053;020;087;000;001;;;Caixa Fechada;Pallet;1
020-088-000-001;0053;020;088;000;001;;;Caixa Fechada;Pallet;1
020-089-000-001;0053;020;089;000;001;;;Caixa Fechada;Pallet;1
020-090-000-001;0053;020;090;000;001;;;Caixa Fechada;Pallet;1
020-091-000-001;0053;020;091;000;001;;;Caixa Fechada;Pallet;1
020-092-000-001;0053;020;092;000;001;;;Caixa Fechada;Pallet;1
020-093-000-001;0053;020;093;000;001;;;Caixa Fechada;Pallet;1
020-094-000-001;0053;020;094;000;001;;;Caixa Fechada;Pallet;1
020-095-000-001;0053;020;095;000;001;;;Caixa Fechada;Pallet;1
020-096-000-001;0053;020;096;000;001;;;Caixa Fechada;Pallet;1
020-097-000-001;0053;020;097;000;001;;;Caixa Fechada;Pallet;1
020-098-000-001;0053;020;098;000;001;;;Caixa Fechada;Pallet;1
020-099-000-001;0053;020;099;000;001;;;Caixa Fechada;Pallet;1
020-100-000-001;0053;020;100;000;001;;;Caixa Fechada;Pallet;1
020-101-000-001;0053;020;101;000;001;;;Caixa Fechada;Pallet;1
020-102-000-001;0053;020;102;000;001;;;Caixa Fechada;Pallet;1
020-103-000-001;0053;020;103;000;001;;;Caixa Fechada;Pallet;1
020-104-000-001;0053;020;104;000;001;;;Caixa Fechada;Pallet;1
020-105-000-001;0053;020;105;000;001;;;Caixa Fechada;Pallet;1
020-106-000-001;0053;020;106;000;001;;;Caixa Fechada;Pallet;1
020-107-000-001;0053;020;107;000;001;;;Caixa Fechada;Pallet;1
020-108-000-001;0053;020;108;000;001;;;Caixa Fechada;Pallet;1
020-109-000-001;0053;020;109;000;001;;;Caixa Fechada;Pallet;1
020-110-000-001;0053;020;110;000;001;;;Caixa Fechada;Pallet;1
020-111-000-001;0053;020;111;000;001;;;Caixa Fechada;Pallet;1
020-112-000-001;0053;020;112;000;001;;;Caixa Fechada;Pallet;1
020-113-000-001;0053;020;113;000;001;;;Caixa Fechada;Pallet;1
020-114-000-001;0053;020;114;000;001;;;Caixa Fechada;Pallet;1
020-115-000-001;0053;020;115;000;001;;;Caixa Fechada;Pallet;1
020-116-000-001;0053;020;116;000;001;;;Caixa Fechada;Pallet;1
020-117-000-001;0053;020;117;000;001;;;Caixa Fechada;Pallet;1
020-118-000-001;0053;020;118;000;001;;;Caixa Fechada;Pallet;1
020-119-000-001;0053;020;119;000;001;;;Caixa Fechada;Pallet;1
020-120-000-001;0053;020;120;000;001;;;Caixa Fechada;Pallet;1
020-121-000-001;0053;020;121;000;001;;;Caixa Fechada;Pallet;1
020-122-000-001;0053;020;122;000;001;;;Caixa Fechada;Pallet;1
020-123-000-001;0053;020;123;000;001;;;Caixa Fechada;Pallet;1
020-124-000-001;0053;020;124;000;001;;;Caixa Fechada;Pallet;1
020-125-000-001;0053;020;125;000;001;;;Caixa Fechada;Pallet;1
020-126-000-001;0053;020;126;000;001;;;Caixa Fechada;Pallet;1
020-127-000-001;0053;020;127;000;001;;;Caixa Fechada;Pallet;1
020-128-000-001;0053;020;128;000;001;;;Caixa Fechada;Pallet;1
020-129-000-001;0053;020;129;000;001;;;Caixa Fechada;Pallet;1
020-130-000-001;0053;020;130;000;001;;;Caixa Fechada;Pallet;1
020-131-000-001;0053;020;131;000;001;;;Caixa Fechada;Pallet;1
020-132-000-001;0053;020;132;000;001;;;Caixa Fechada;Pallet;1
020-133-000-001;0053;020;133;000;001;;;Caixa Fechada;Pallet;1
020-134-000-001;0053;020;134;000;001;;;Caixa Fechada;Pallet;1
020-136-000-001;0053;020;136;000;001;;;Caixa Fechada;Pallet;1
020-138-000-001;0053;020;138;000;001;;;Caixa Fechada;Pallet;1
020-139-000-001;0053;020;139;000;001;;;Caixa Fechada;Pallet;1
020-140-000-001;0053;020;140;000;001;;;Caixa Fechada;Pallet;1
020-141-000-001;0053;020;141;000;001;;;Caixa Fechada;Pallet;1
020-142-000-001;0053;020;142;000;001;;;Caixa Fechada;Pallet;1
021-009-000-001;0053;021;009;000;001;;;Caixa Fechada;Pallet;1
021-011-000-001;0053;021;011;000;001;;;Caixa Fechada;Pallet;1
021-013-000-001;0053;021;013;000;001;;;Caixa Fechada;Pallet;1
021-015-000-001;0053;021;015;000;001;;;Caixa Fechada;Pallet;1
021-017-000-001;0053;021;017;000;001;;;Caixa Fechada;Pallet;1
021-019-000-001;0053;021;019;000;001;;;Caixa Fechada;Pallet;1
021-021-000-001;0053;021;021;000;001;;;Caixa Fechada;Pallet;1
021-023-000-001;0053;021;023;000;001;;;Caixa Fechada;Pallet;1
021-025-000-001;0053;021;025;000;001;;;Caixa Fechada;Pallet;1
021-027-000-001;0053;021;027;000;001;;;Caixa Fechada;Pallet;1
021-033-000-001;0053;021;033;000;001;;;Caixa Fechada;Pallet;1
021-034-000-001;0053;021;034;000;001;;;Caixa Fechada;Pallet;1
021-035-000-001;0053;021;035;000;001;;;Caixa Fechada;Pallet;1
021-036-000-001;0053;021;036;000;001;;;Caixa Fechada;Pallet;1
021-037-000-001;0053;021;037;000;001;;;Caixa Fechada;Pallet;1
021-038-000-001;0053;021;038;000;001;;;Caixa Fechada;Pallet;1
021-039-000-001;0053;021;039;000;001;;;Caixa Fechada;Pallet;1
021-040-000-001;0053;021;040;000;001;;;Caixa Fechada;Pallet;1
021-041-000-001;0053;021;041;000;001;;;Caixa Fechada;Pallet;1
021-042-000-001;0053;021;042;000;001;;;Caixa Fechada;Pallet;1
021-043-000-001;0053;021;043;000;001;;;Caixa Fechada;Pallet;1
021-044-000-001;0053;021;044;000;001;;;Caixa Fechada;Pallet;1
021-045-000-001;0053;021;045;000;001;;;Caixa Fechada;Pallet;1
021-046-000-001;0053;021;046;000;001;;;Caixa Fechada;Pallet;1
021-047-000-001;0053;021;047;000;001;;;Caixa Fechada;Pallet;1
021-048-000-001;0053;021;048;000;001;;;Caixa Fechada;Pallet;1
021-049-000-001;0053;021;049;000;001;;;Caixa Fechada;Pallet;1
021-050-000-001;0053;021;050;000;001;;;Caixa Fechada;Pallet;1
021-051-000-001;0053;021;051;000;001;;;Caixa Fechada;Pallet;1
021-052-000-001;0053;021;052;000;001;;;Caixa Fechada;Pallet;1
021-054-000-001;0053;021;054;000;001;;;Caixa Fechada;Pallet;1
021-056-000-001;0053;021;056;000;001;;;Caixa Fechada;Pallet;1
021-058-000-001;0053;021;058;000;001;;;Caixa Fechada;Pallet;1
021-059-000-001;0053;021;059;000;001;;;Caixa Fechada;Pallet;1
021-060-000-001;0053;021;060;000;001;;;Caixa Fechada;Pallet;1
021-061-000-001;0053;021;061;000;001;;;Caixa Fechada;Pallet;1
021-062-000-001;0053;021;062;000;001;;;Caixa Fechada;Pallet;1
021-063-000-001;0053;021;063;000;001;;;Caixa Fechada;Pallet;1
021-064-000-001;0053;021;064;000;001;;;Caixa Fechada;Pallet;1
021-065-000-001;0053;021;065;000;001;;;Caixa Fechada;Pallet;1
021-066-000-001;0053;021;066;000;001;;;Caixa Fechada;Pallet;1
021-067-000-001;0053;021;067;000;001;;;Caixa Fechada;Pallet;1
021-068-000-001;0053;021;068;000;001;;;Caixa Fechada;Pallet;1
021-069-000-001;0053;021;069;000;001;;;Caixa Fechada;Pallet;1
021-070-000-001;0053;021;070;000;001;;;Caixa Fechada;Pallet;1
021-071-000-001;0053;021;071;000;001;;;Caixa Fechada;Pallet;1
021-072-000-001;0053;021;072;000;001;;;Caixa Fechada;Pallet;1
021-073-000-001;0053;021;073;000;001;;;Caixa Fechada;Pallet;1
021-074-000-001;0053;021;074;000;001;;;Caixa Fechada;Pallet;1
021-075-000-001;0053;021;075;000;001;;;Caixa Fechada;Pallet;1
021-076-000-001;0053;021;076;000;001;;;Caixa Fechada;Pallet;1
021-077-000-001;0053;021;077;000;001;;;Caixa Fechada;Pallet;1
021-078-000-001;0053;021;078;000;001;;;Caixa Fechada;Pallet;1
021-079-000-001;0053;021;079;000;001;;;Caixa Fechada;Pallet;1
021-080-000-001;0053;021;080;000;001;;;Caixa Fechada;Pallet;1
021-081-000-001;0053;021;081;000;001;;;Caixa Fechada;Pallet;1
021-082-000-001;0053;021;082;000;001;;;Caixa Fechada;Pallet;1
021-084-000-001;0053;021;084;000;001;;;Caixa Fechada;Pallet;1
021-086-000-001;0053;021;086;000;001;;;Caixa Fechada;Pallet;1
021-094-000-001;0053;021;094;000;001;;;Caixa Fechada;Pallet;1
021-095-000-001;0053;021;095;000;001;;;Caixa Fechada;Pallet;1
021-096-000-001;0053;021;096;000;001;;;Caixa Fechada;Pallet;1
021-097-000-001;0053;021;097;000;001;;;Caixa Fechada;Pallet;1
021-098-000-001;0053;021;098;000;001;;;Caixa Fechada;Pallet;1
021-099-000-001;0053;021;099;000;001;;;Caixa Fechada;Pallet;1
021-100-000-001;0053;021;100;000;001;;;Caixa Fechada;Pallet;1
021-101-000-001;0053;021;101;000;001;;;Caixa Fechada;Pallet;1
021-102-000-001;0053;021;102;000;001;;;Caixa Fechada;Pallet;1
021-103-000-001;0053;021;103;000;001;;;Caixa Fechada;Pallet;1
021-104-000-001;0053;021;104;000;001;;;Caixa Fechada;Pallet;1
021-105-000-001;0053;021;105;000;001;;;Caixa Fechada;Pallet;1
021-106-000-001;0053;021;106;000;001;;;Caixa Fechada;Pallet;1
021-107-000-001;0053;021;107;000;001;;;Caixa Fechada;Pallet;1
021-108-000-001;0053;021;108;000;001;;;Caixa Fechada;Pallet;1
021-109-000-001;0053;021;109;000;001;;;Caixa Fechada;Pallet;1
021-110-000-001;0053;021;110;000;001;;;Caixa Fechada;Pallet;1
021-111-000-001;0053;021;111;000;001;;;Caixa Fechada;Pallet;1
021-112-000-001;0053;021;112;000;001;;;Caixa Fechada;Pallet;1
021-113-000-001;0053;021;113;000;001;;;Caixa Fechada;Pallet;1
021-114-000-001;0053;021;114;000;001;;;Caixa Fechada;Pallet;1
021-115-000-001;0053;021;115;000;001;;;Caixa Fechada;Pallet;1
021-116-000-001;0053;021;116;000;001;;;Caixa Fechada;Pallet;1
021-117-000-001;0053;021;117;000;001;;;Caixa Fechada;Pallet;1
021-118-000-001;0053;021;118;000;001;;;Caixa Fechada;Pallet;1
021-119-000-001;0053;021;119;000;001;;;Caixa Fechada;Pallet;1
021-120-000-001;0053;021;120;000;001;;;Caixa Fechada;Pallet;1
021-121-000-001;0053;021;121;000;001;;;Caixa Fechada;Pallet;1
021-122-000-001;0053;021;122;000;001;;;Caixa Fechada;Pallet;1
021-123-000-001;0053;021;123;000;001;;;Caixa Fechada;Pallet;1
021-124-000-001;0053;021;124;000;001;;;Caixa Fechada;Pallet;1
021-125-000-001;0053;021;125;000;001;;;Caixa Fechada;Pallet;1
021-126-000-001;0053;021;126;000;001;;;Caixa Fechada;Pallet;1
021-127-000-001;0053;021;127;000;001;;;Caixa Fechada;Pallet;1
021-128-000-001;0053;021;128;000;001;;;Caixa Fechada;Pallet;1
021-129-000-001;0053;021;129;000;001;;;Caixa Fechada;Pallet;1
021-130-000-001;0053;021;130;000;001;;;Caixa Fechada;Pallet;1
021-131-000-001;0053;021;131;000;001;;;Caixa Fechada;Pallet;1
021-132-000-001;0053;021;132;000;001;;;Caixa Fechada;Pallet;1
021-133-000-001;0053;021;133;000;001;;;Caixa Fechada;Pallet;1
021-134-000-001;0053;021;134;000;001;;;Caixa Fechada;Pallet;1
021-135-000-001;0053;021;135;000;001;;;Caixa Fechada;Pallet;1
021-136-000-001;0053;021;136;000;001;;;Caixa Fechada;Pallet;1
021-137-000-001;0053;021;137;000;001;;;Caixa Fechada;Pallet;1
021-138-000-001;0053;021;138;000;001;;;Caixa Fechada;Pallet;1
021-139-000-001;0053;021;139;000;001;;;Caixa Fechada;Pallet;1
021-140-000-001;0053;021;140;000;001;;;Caixa Fechada;Pallet;1
021-141-000-001;0053;021;141;000;001;;;Caixa Fechada;Pallet;1
021-142-000-001;0053;021;142;000;001;;;Caixa Fechada;Pallet;1
021-143-000-001;0053;021;143;000;001;;;Caixa Fechada;Pallet;1
021-144-000-001;0053;021;144;000;001;;;Caixa Fechada;Pallet;1
021-145-000-001;0053;021;145;000;001;;;Caixa Fechada;Pallet;1
021-146-000-001;0053;021;146;000;001;;;Caixa Fechada;Pallet;1
021-147-000-001;0053;021;147;000;001;;;Caixa Fechada;Pallet;1
021-148-000-001;0053;021;148;000;001;;;Caixa Fechada;Pallet;1
021-149-000-001;0053;021;149;000;001;;;Caixa Fechada;Pallet;1
021-150-000-001;0053;021;150;000;001;;;Caixa Fechada;Pallet;1
021-151-000-001;0053;021;151;000;001;;;Caixa Fechada;Pallet;1
021-152-000-001;0053;021;152;000;001;;;Caixa Fechada;Pallet;1
021-153-000-001;0053;021;153;000;001;;;Caixa Fechada;Pallet;1
021-154-000-001;0053;021;154;000;001;;;Caixa Fechada;Pallet;1
021-155-000-001;0053;021;155;000;001;;;Caixa Fechada;Pallet;1
021-156-000-001;0053;021;156;000;001;;;Caixa Fechada;Pallet;1
021-157-000-001;0053;021;157;000;001;;;Caixa Fechada;Pallet;1
021-158-000-001;0053;021;158;000;001;;;Caixa Fechada;Pallet;1
021-159-000-001;0053;021;159;000;001;;;Caixa Fechada;Pallet;1
021-160-000-001;0053;021;160;000;001;;;Caixa Fechada;Pallet;1
021-161-000-001;0053;021;161;000;001;;;Caixa Fechada;Pallet;1
021-162-000-001;0053;021;162;000;001;;;Caixa Fechada;Pallet;1
021-163-000-001;0053;021;163;000;001;;;Caixa Fechada;Pallet;1
021-164-000-001;0053;021;164;000;001;;;Caixa Fechada;Pallet;1
021-165-000-001;0053;021;165;000;001;;;Caixa Fechada;Pallet;1
021-166-000-001;0053;021;166;000;001;;;Caixa Fechada;Pallet;1
021-167-000-001;0053;021;167;000;001;;;Caixa Fechada;Pallet;1
021-169-000-001;0053;021;169;000;001;;;Caixa Fechada;Pallet;1
021-172-000-001;0053;021;172;000;001;;;Caixa Fechada;Pallet;1
021-174-000-001;0053;021;174;000;001;;;Caixa Fechada;Pallet;1
055-001-000-001;0060;055;001;000;001;X;X;Volumosos;Pallet;1
055-001-001-001;0060;055;001;001;001;X;X;Volumosos;Pallet;1
055-002-000-001;0060;055;002;000;001;X;X;Volumosos;Pallet;1
055-002-001-001;0060;055;002;001;001;X;X;Volumosos;Pallet;1
055-003-000-001;0060;055;003;000;001;X;X;Volumosos;Pallet;1
055-003-001-001;0060;055;004;000;001;X;X;Volumosos;Pallet;1
055-004-000-001;0060;055;004;000;001;X;X;Volumosos;Pallet;1
055-004-001-001;0060;055;004;001;001;X;X;Volumosos;Pallet;1
055-005-000-001;0060;055;005;000;001;X;X;Volumosos;Pallet;1
055-005-001-001;0060;055;005;001;001;X;X;Volumosos;Pallet;1
055-006-000-001;0060;055;006;000;001;X;X;Volumosos;Pallet;1
055-006-001-001;0060;055;006;001;001;X;X;Volumosos;Pallet;1
055-007-000-001;0060;055;007;000;001;X;X;Volumosos;Pallet;1
055-007-001-001;0060;055;007;001;001;X;X;Volumosos;Pallet;1
055-008-000-001;0060;055;008;000;001;X;X;Volumosos;Pallet;1
055-008-001-001;0060;055;008;001;001;X;X;Volumosos;Pallet;1
055-009-000-001;0060;055;009;000;001;X;X;Volumosos;Pallet;1
055-009-001-001;0060;055;009;001;001;X;X;Volumosos;Pallet;1
055-010-000-001;0060;055;010;000;001;X;X;Volumosos;Pallet;1
055-010-001-001;0060;055;010;001;001;X;X;Volumosos;Pallet;1
055-011-000-001;0060;055;011;000;001;X;X;Volumosos;Pallet;1
055-011-001-001;0060;055;011;001;001;X;X;Volumosos;Pallet;1
055-012-000-001;0060;055;012;000;001;X;X;Volumosos;Pallet;1
055-012-001-001;0060;055;012;001;001;X;X;Volumosos;Pallet;1
055-013-000-001;0060;055;013;000;001;X;X;Volumosos;Pallet;1
055-013-001-001;0060;055;013;001;001;X;X;Volumosos;Pallet;1
055-014-000-001;0060;055;014;000;001;X;X;Volumosos;Pallet;1
055-014-001-001;0060;055;014;001;001;X;X;Volumosos;Pallet;1
055-015-000-001;0060;055;015;000;001;X;X;Volumosos;Pallet;1
055-015-001-001;0060;055;015;001;001;X;X;Volumosos;Pallet;1
055-016-000-001;0060;055;016;000;001;X;X;Volumosos;Pallet;1
055-016-001-001;0060;055;016;001;001;X;X;Volumosos;Pallet;1
055-017-000-001;0060;055;017;000;001;X;X;Volumosos;Pallet;1
055-017-001-001;0060;055;017;001;001;X;X;Volumosos;Pallet;1
055-018-000-001;0060;055;018;000;001;X;X;Volumosos;Pallet;1
055-018-001-001;0060;055;018;001;001;X;X;Volumosos;Pallet;1
055-019-000-001;0060;055;019;000;001;X;X;Volumosos;Pallet;1
055-019-001-001;0060;055;019;001;001;X;X;Volumosos;Pallet;1
055-020-000-001;0060;055;020;000;001;X;X;Volumosos;Pallet;1
055-020-001-001;0060;055;020;001;001;X;X;Volumosos;Pallet;1
055-021-000-001;0060;055;021;000;001;X;X;Volumosos;Pallet;1
055-021-001-001;0060;055;021;001;001;X;X;Volumosos;Pallet;1
055-022-000-001;0060;055;022;000;001;X;X;Volumosos;Pallet;1
055-022-001-001;0060;055;022;001;001;X;X;Volumosos;Pallet;1
055-023-000-001;0060;055;023;000;001;X;X;Volumosos;Pallet;1
055-023-001-001;0060;055;023;001;001;X;X;Volumosos;Pallet;1
055-024-000-001;0060;055;024;000;001;X;X;Volumosos;Pallet;1
055-024-001-001;0060;055;024;001;001;X;X;Volumosos;Pallet;1
055-025-000-001;0060;055;025;000;001;X;X;Volumosos;Pallet;1
055-025-001-001;0060;055;025;001;001;X;X;Volumosos;Pallet;1
055-026-000-001;0060;055;026;000;001;X;X;Volumosos;Pallet;1
055-026-001-001;0060;055;026;001;001;X;X;Volumosos;Pallet;1
055-027-000-001;0060;055;027;000;001;X;X;Volumosos;Pallet;1
055-027-001-001;0060;055;027;001;001;X;X;Volumosos;Pallet;1
055-028-000-001;0060;055;028;000;001;X;X;Volumosos;Pallet;1
055-028-001-001;0060;055;028;001;001;X;X;Volumosos;Pallet;1
055-029-000-001;0060;055;029;000;001;X;X;Volumosos;Pallet;1
055-029-001-001;0060;055;029;001;001;X;X;Volumosos;Pallet;1
055-030-000-001;0060;055;030;000;001;X;X;Volumosos;Pallet;1
055-030-001-001;0060;055;030;001;001;X;X;Volumosos;Pallet;1
055-031-000-001;0060;055;031;000;001;X;X;Volumosos;Pallet;1
055-031-001-001;0060;055;031;001;001;X;X;Volumosos;Pallet;1
055-032-000-001;0060;055;032;000;001;X;X;Volumosos;Pallet;1
055-032-001-001;0060;055;032;001;001;X;X;Volumosos;Pallet;1
055-033-000-001;0060;055;033;000;001;X;X;Volumosos;Pallet;1
055-033-001-001;0060;055;033;001;001;X;X;Volumosos;Pallet;1
055-034-000-001;0060;055;034;000;001;X;X;Volumosos;Pallet;1
055-034-001-001;0060;055;034;001;001;X;X;Volumosos;Pallet;1
